Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
FINAL,1985,GULF OF MEXICO,SPOTFIN HOGFISH,15550,71.7,0,.
FINAL,1985,GULF OF MEXICO,SPANISH GRUNT,15545,72.7,38163,85.7
FINAL,1985,GULF OF MEXICO,WAHOO,15534,97.1,0,.
FINAL,1985,GULF OF MEXICO,PORKFISH,15236,100.5,96584,75
FINAL,1985,GULF OF MEXICO,SANDBAR SHARK,15213,64,633,116
FINAL,1985,GULF OF MEXICO,CHANNEL CATFISH,14142,82.1,349870,25
FINAL,1985,GULF OF MEXICO,REDTAIL SCAD,14113,102.5,0,.
FINAL,1985,GULF OF MEXICO,NURSE SHARK,13987,73.7,3028,94.5
FINAL,1985,GULF OF MEXICO,BLACK JACK,13418,100.3,0,.
FINAL,1985,GULF OF MEXICO,NASSAU GROUPER,12655,67.6,55469,73.5
FINAL,1985,GULF OF MEXICO,FRESHWATER DRUM,12494,54.4,0,.
FINAL,1985,GULF OF MEXICO,SOUTHERN STINGRAY,11956,57.4,44655,34.8
FINAL,1985,GULF OF MEXICO,HAMMERHEAD SHARK GENUS,10727,26.5,13462,49.1
FINAL,1985,GULF OF MEXICO,WHITE CRAPPIE,10109,103,0,.
FINAL,1985,GULF OF MEXICO,SNOOK GENUS,9821,58.1,13614,83
FINAL,1985,GULF OF MEXICO,KNOBBED PORGY,9647,56,2570,87.8
FINAL,1985,GULF OF MEXICO,SMOOTH DOGFISH,9590,102.1,8062,103.4
FINAL,1985,GULF OF MEXICO,SURGEONFISH GENUS,9526,100.4,0,.
FINAL,1985,GULF OF MEXICO,AMERICAN EEL,9414,66.3,72872,38.3
FINAL,1985,GULF OF MEXICO,SILVER JENNY,9123,99.8,9123,99.8
FINAL,1985,GULF OF MEXICO,HORSE-EYE JACK,9088,100.4,0,.
FINAL,1985,GULF OF MEXICO,GROUPER GENUS (EPINEPHELUS),9061,55.1,0,.
FINAL,1985,GULF OF MEXICO,BASS GENUS,8476,100.2,0,.
FINAL,1985,GULF OF MEXICO,BLACK SNAPPER,8476,100.2,0,.
FINAL,1985,GULF OF MEXICO,LEATHERJACKET FAMILY,8420,30.4,32743,57
FINAL,1985,GULF OF MEXICO,WRASSE FAMILY,8239,69.5,45314,69.5
FINAL,1985,GULF OF MEXICO,GOLIATH GROUPER,8073,79.5,6577,98.7
FINAL,1985,GULF OF MEXICO,ATLANTIC THREADFIN,7401,103.4,0,.
FINAL,1985,GULF OF MEXICO,ALMACO JACK,7297,29.9,0,.
FINAL,1985,GULF OF MEXICO,ATLANTIC GUITARFISH,7165,100.4,25405,72.5
FINAL,1985,GULF OF MEXICO,REDBAND PARROTFISH,6986,101.9,0,.
FINAL,1985,GULF OF MEXICO,ROUGHTAIL STINGRAY,6985,100.2,6566,100.5
FINAL,1985,GULF OF MEXICO,SKATE GENUS,6675,96.9,59985,85.9
FINAL,1985,GULF OF MEXICO,STRIPED BURRFISH,6301,97.5,44173,67.9
FINAL,1985,GULF OF MEXICO,NEEDLEFISH FAMILY,6239,99.8,26239,47.6
FINAL,1985,GULF OF MEXICO,MENHADEN GENUS,6057,94.5,0,.
FINAL,1985,GULF OF MEXICO,REMORA,5673,75.5,2718,72.7
FINAL,1985,GULF OF MEXICO,BIGHEAD SEAROBIN,5383,87.3,4680,99.9
FINAL,1985,GULF OF MEXICO,SAILORS CHOICE,4911,105.3,3167,100.6
FINAL,1985,GULF OF MEXICO,BLACKNOSE SHARK,4696,99.6,0,.
FINAL,1985,GULF OF MEXICO,BURRFISH GENUS,4648,100.4,10650,98.9
FINAL,1985,GULF OF MEXICO,UNIDENTIFIED EEL,4341,100.6,101057,92.4
FINAL,1985,GULF OF MEXICO,LITTLEHEAD PORGY,4301,88.3,0,.
FINAL,1985,GULF OF MEXICO,SILVERSIDE FAMILY,3979,106.2,0,.
FINAL,1985,GULF OF MEXICO,BALLYHOO,3962,109.8,0,.
FINAL,1985,GULF OF MEXICO,DOGFISH SHARK,3830,83.2,24009,106.5
FINAL,1985,GULF OF MEXICO,GRASS PORGY,3751,65.5,14821,98
FINAL,1985,GULF OF MEXICO,TONGUEFISH GENUS,3713,95.2,1251332,96.4
FINAL,1985,GULF OF MEXICO,CERO,3347,65.6,0,.
FINAL,1985,GULF OF MEXICO,GULF BUTTERFISH,3067,100.4,7695,100.2
FINAL,1985,GULF OF MEXICO,WHIP EEL,2614,59.6,33443,56.2
FINAL,1985,GULF OF MEXICO,PERMIT,2566,100.6,1137,113.8
FINAL,1985,GULF OF MEXICO,SOUTHERN STARGAZER,2190,100.5,0,.
FINAL,1985,GULF OF MEXICO,MACKEREL GENUS,2159,100.5,0,.
FINAL,1985,GULF OF MEXICO,MARGATE,2033,55.3,0,.
FINAL,1985,GULF OF MEXICO,ATLANTIC TARPON,1275,102.1,19455,57.1
FINAL,1985,GULF OF MEXICO,SMALLEYE HAMMERHEAD,1275,81.7,0,.
FINAL,1985,GULF OF MEXICO,CHERUBFISH,1190,99.3,0,.
FINAL,1985,GULF OF MEXICO,MORAY FAMILY,945,69.5,32414,97.2
FINAL,1985,GULF OF MEXICO,YELLOWMOUTH GROUPER,889,64.5,0,.
FINAL,1985,GULF OF MEXICO,GOBY FAMILY,782,96.4,0,.
FINAL,1985,GULF OF MEXICO,BONEFISH,678,55.2,6349,79.5
FINAL,1985,GULF OF MEXICO,AMBERJACK GENUS,639,111.7,0,.
FINAL,1985,GULF OF MEXICO,GROUPER GENUS (MYCTEROPERCA),639,111.7,0,.
FINAL,1985,GULF OF MEXICO,REEF SHARK,547,109.7,0,.
FINAL,1985,GULF OF MEXICO,BUTTERFLYFISH GENUS,516,101.9,326128,96.4
FINAL,1985,GULF OF MEXICO,BAR JACK,472,69.4,86120,85.1
FINAL,1985,GULF OF MEXICO,AFRICAN POMPANO,365,99.5,0,.
FINAL,1985,GULF OF MEXICO,SAILFISH,336,57.1,0,.
FINAL,1985,GULF OF MEXICO,SHORT BIGEYE,304,92.4,0,.
FINAL,1985,GULF OF MEXICO,CREOLE-FISH,295,84.5,0,.
FINAL,1985,GULF OF MEXICO,GRAYSBY,295,84.5,304,92.4
FINAL,1985,GULF OF MEXICO,ROCK HIND,295,109.3,226762,63.2
FINAL,1985,GULF OF MEXICO,COWNOSE RAY,294,102.3,9524,100.4
FINAL,1985,GULF OF MEXICO,HOUNDFISH,178,90.2,0,.
FINAL,1985,GULF OF MEXICO,GRUNT GENUS,160,111.6,140539,93.6
FINAL,1985,GULF OF MEXICO,CUBERA SNAPPER,124,119.5,0,.
FINAL,1985,GULF OF MEXICO,CLEARNOSE SKATE,36,114.3,48420,61.1
FINAL,1985,GULF OF MEXICO,ATLANTIC MENHADEN,0,.,408243,81.2
FINAL,1985,GULF OF MEXICO,ATLANTIC NEEDLEFISH,0,.,4679,100.5
FINAL,1985,GULF OF MEXICO,BALLONFISH,0,.,12522,74
FINAL,1985,GULF OF MEXICO,BLACK DOGFISH,0,.,10700,69.5
FINAL,1985,GULF OF MEXICO,BLACKEDGE MORAY,0,.,775,59.6
FINAL,1985,GULF OF MEXICO,BLUNTNOSE JACK,0,.,21634,65.6
FINAL,1985,GULF OF MEXICO,BLUNTNOSE STINGRAY,0,.,29171,60.8
FINAL,1985,GULF OF MEXICO,BUTTERFISH,0,.,27649,91.8
FINAL,1985,GULF OF MEXICO,BUTTERFISH FAMILY,0,.,45551,102.8
FINAL,1985,GULF OF MEXICO,COMB GROUPER,0,.,6675,96.9
FINAL,1985,GULF OF MEXICO,DUSKY SHARK,0,.,10956,72.3
FINAL,1985,GULF OF MEXICO,GREEN MORAY,0,.,3869,105.6
FINAL,1985,GULF OF MEXICO,GULF TOADFISH,0,.,92780,41.6
FINAL,1985,GULF OF MEXICO,HONEYCOMB COWFISH,0,.,76939,106.1
FINAL,1985,GULF OF MEXICO,INSHORE LIZARDFISH,0,.,109276,45.7
FINAL,1985,GULF OF MEXICO,JACK GENUS,0,.,53266,96.9
FINAL,1985,GULF OF MEXICO,KILLIFISH FAMILY,0,.,13800,101.2
FINAL,1985,GULF OF MEXICO,LARGETOOTH SAWFISH,0,.,7292,71.2
FINAL,1985,GULF OF MEXICO,LEAST PUFFER,0,.,41868,79.2
FINAL,1985,GULF OF MEXICO,LEOPARD TOADFISH,0,.,13663,52.3
FINAL,1985,GULF OF MEXICO,LONGSPINE SQUIRRELFISH,0,.,304,77.4
FINAL,1985,GULF OF MEXICO,OYSTER TOADFISH,0,.,297,104.7
FINAL,1985,GULF OF MEXICO,PILOTFISH,0,.,69732,70.4
FINAL,1985,GULF OF MEXICO,PIPEFISH FAMILY,0,.,8239,69.5
FINAL,1985,GULF OF MEXICO,REMORA FAMILY,0,.,13949,58.7
FINAL,1985,GULF OF MEXICO,REQUIEM SHARK GENUS,0,.,25724,73.6
FINAL,1985,GULF OF MEXICO,SAND DIVER,0,.,984,113.1
FINAL,1985,GULF OF MEXICO,SAND PERCH GENUS,0,.,643,98.9
FINAL,1985,GULF OF MEXICO,SAND TIGER,0,.,4666,94.5
FINAL,1985,GULF OF MEXICO,SEA CATFISH FAMILY,0,.,312664,65.8
FINAL,1985,GULF OF MEXICO,SEAROBIN FAMILY,0,.,182740,41.4
FINAL,1985,GULF OF MEXICO,SEAROBIN GENUS,0,.,964,100.8
FINAL,1985,GULF OF MEXICO,SEATROUT GENUS,0,.,73313,81.1
FINAL,1985,GULF OF MEXICO,SHRIMP EEL,0,.,26515,64
FINAL,1985,GULF OF MEXICO,SKIPJACK HERRING,0,.,28050,105.6
FINAL,1985,GULF OF MEXICO,SNAKEFISH,0,.,262838,59.8
FINAL,1985,GULF OF MEXICO,SOAPFISH GENUS,0,.,118,95
FINAL,1985,GULF OF MEXICO,SOUTHERN HAKE,0,.,10870,100.4
FINAL,1985,GULF OF MEXICO,SPOTTED MORAY,0,.,3869,105.6
FINAL,1985,GULF OF MEXICO,SQUIRRELFISH FAMILY,0,.,33224,78.5
FINAL,1985,GULF OF MEXICO,THRESHER SHARK,0,.,2226,99.8
FINAL,1985,GULF OF MEXICO,TOADFISH FAMILY,0,.,35516,62.6
FINAL,1985,GULF OF MEXICO,TRUNKFISH,0,.,1075,88.3
FINAL,1985,GULF OF MEXICO,UNIDENTIFIED (BOTTOM FISH),0,.,111085,52.1
FINAL,1985,TEXAS,SPOTTED SEATROUT,495253,.,.,.
FINAL,1985,TEXAS,ATLANTIC CROAKER,473527,.,.,.
FINAL,1985,TEXAS,SAND SEATROUT,306538,.,.,.
FINAL,1985,TEXAS,RED DRUM,166509,.,.,.
FINAL,1985,TEXAS,SOUTHERN FLOUNDER,155747,.,.,.
FINAL,1985,TEXAS,UNIDENTIFIED FISH,137044,.,.,.
FINAL,1985,TEXAS,SHEEPSHEAD,86297,.,.,.
FINAL,1985,TEXAS,BLACK DRUM,61810,.,.,.
FINAL,1985,TEXAS,KING MACKEREL,30445,.,.,.
FINAL,1985,TEXAS,RED SNAPPER,24933,.,.,.
FINAL,1985,TEXAS,DOLPHIN,12817,.,.,.
FINAL,1985,TEXAS,GAFFTOPSAIL CATFISH,10872,.,.,.
FINAL,1985,TEXAS,ATLANTIC SHARPNOSE SHARK,6186,.,.,.
FINAL,1985,TEXAS,LITTLE TUNNY,5372,.,.,.
FINAL,1985,TEXAS,SPANISH MACKEREL,3393,.,.,.
FINAL,1985,TEXAS,ATLANTIC SPADEFISH,2180,.,.,.
FINAL,1985,TEXAS,GREATER AMBERJACK,1537,.,.,.
FINAL,1985,TEXAS,COBIA,786,.,.,.
FINAL,1985,TEXAS,GRAY TRIGGERFISH,613,.,.,.
FINAL,1985,TEXAS,BLACKTIP SHARK,282,.,.,.
FINAL,1985,TEXAS,LANE SNAPPER,52,.,.,.
FINAL,1985,TEXAS,VERMILION SNAPPER,0,.,.,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CHUB MACKEREL,2074686,8.8,5011243,11.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,KELP BASS,1583224,12.5,2917021,10.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC BONITO,1384114,11.5,2585816,15.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BARRED SANDBASS,948213,9.9,1321754,10
PRELIMINARY,1986,SOUTHERN CALIFORNIA,WHITE CROAKER,797084,20.6,1319541,11.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BOCACCIO,664276,20.4,12986,49.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLUE ROCKFISH,512964,13,46472,46.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROCKFISH GENUS,473627,17.5,398582,14.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,QUEENFISH,473590,16.2,77290,22.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,VERMILION ROCKFISH,426626,14.3,3201,67.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GOPHER ROCKFISH,426269,14,13229,39.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BARRED SURFPERCH,400569,14.2,137012,19.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,OCEAN WHITEFISH,263323,14.6,17359,24.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GREENSPOTTED ROCKFISH,224815,20.5,223,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,YELLOWTAIL ROCKFISH,215365,12.5,2863,49.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA SHEEPHEAD,194840,16,9535,37.2
PRELIMINARY,1986,SOUTHERN CALIFORNIA,STARRY ROCKFISH,189147,11.5,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CHILIPEPPER ROCKFISH,188928,20.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC SANDDAB,186756,23.7,76557,25.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,HALFMOON,177566,34.1,113378,29.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,OLIVE ROCKFISH,170741,11.6,26244,59.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPOTTED SANDBASS,170103,25.1,433844,27.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROSY ROCKFISH,169431,13.7,3456,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,COPPER ROCKFISH,161730,14.1,2906,49.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA SCORPIONFISH,157246,12,149756,13.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,TOPSMELT,156159,40.9,3517,53.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BROWN ROCKFISH,143449,19.9,14590,36.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,JACKSMELT,132928,17.4,73993,21.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC BARRACUDA,131554,19.8,1024442,15.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,WALLEYE SURFPERCH,128434,32.3,42728,38.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CANARY ROCKFISH,125275,16.5,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,WIDOW ROCKFISH,122312,34.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA HALIBUT,120388,13.4,1218779,11.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,HONEYCOMB ROCKFISH,99225,18.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,OPALEYE,89842,23.3,22768,47.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SQUARESPOTTED ROCKFISH,83797,36.3,1658,82.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,YELLOWFIN CROAKER,81749,19.5,28220,23.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GREENSTRIPED ROCKFISH,70273,23.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BANK ROCKFISH,68501,54.4,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,LINGCOD,67936,14.2,100946,17.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,UNIDENTIFIED FISH,65707,26.7,159044,16.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SILVER SURFPERCH,65585,28.6,35066,43.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,FLAG ROCKFISH,61802,17,223,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CABEZON,60572,18.5,52227,33.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ALBACORE,57123,21,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SHINER PERCH,51689,38.3,22062,46.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPECKLED ROCKFISH,51106,29.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CHINOOK SALMON,49159,25.4,3944,67.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA CORBINA,48270,23.7,11347,36.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GRASS ROCKFISH,46698,16.1,9403,36.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,KELP ROCKFISH,42038,17,2280,54.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SILVERSIDE FAMILY,41153,42,35225,38.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,JACK MACKEREL,40495,23.6,6485,37.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACKSMITH,40185,27.8,8300,37.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACK ROCKFISH,36341,27.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,WHITE SEABASS,33965,22.5,80791,24.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GREENBLOTCHED ROCKFISH,33037,25.1,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,TREEFISH,33012,15.7,2989,62.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SURFPERCH FAMILY,27870,27.2,126753,18.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALICO SURFPERCH,23145,26.1,2959,65.2
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CHINA ROCKFISH,22211,17.7,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACK PERCH,21702,26.2,4301,56.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPINY DOGFISH,18942,25.8,85365,23.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,RUBBERLIP SEAPERCH,18226,26.8,2980,58
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PILE PERCH,16564,25.2,1429,60.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,YELLOWTAIL,16034,21.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA LIZARDFISH,15780,24.7,225512,18.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALICO ROCKFISH,15533,25.7,3065,49.2
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACK AND YELLOW ROCKFISH,14684,22,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,HALFBANDED ROCKFISH,12881,30.6,2644,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,YELLOWEYE ROCKFISH,12575,26.3,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SARGO,11885,46.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,DIAMOND TURBOT,11821,37.3,727,99.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC HAKE,10457,34.3,4245,80
PRELIMINARY,1986,SOUTHERN CALIFORNIA,STRIPED SEAPERCH,9060,46.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC STAGHORN SCULPIN,8913,45.7,69221,21.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPOTFIN CROAKER,8099,31.4,5335,70.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SHOVELNOSE GUITARFISH,7513,28.9,47021,19.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GIANT KELPFISH,7399,28.1,13682,26.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACK CROAKER,7290,33.6,838,75.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,KELP GREENLING,7150,30.4,3691,47.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,MEXICAN SCAD,6774,21.3,223,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,MEXICAN ROCKFISH,6744,38,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,COW ROCKFISH,6511,30.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROCK WRASSE,5676,41.9,415,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,FANTAIL SOLE,4876,27.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SHORTFIN MAKO SHARK,4774,35.3,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLACKGILL ROCKFISH,4466,56.4,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GRAY SMOOTHHOUND,4305,34.7,9348,44.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC SARDINE,4275,43.6,995,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,LEOPARD SHARK,3657,77.3,5910,62.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SABLEFISH,3553,34.6,174,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC HERRING,3353,100,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SWORDSPINE ROCKFISH,3261,39,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,RAINBOW SEAPERCH,3115,68.6,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SANDBASS GENUS,2949,53.2,1136274,17.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BROWN SMOOTHHOUND,2751,46.1,887,62.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLUE SHARK,2715,40.8,14276,30.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,DRUM FAMILY,2664,58.5,62949,35.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,UNIDENTIFIED (SHARKS),2651,46.2,83717,16.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PINK ROCKFISH,2451,58,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SANDDAB GENUS,2343,42.4,1359,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,STARRY FLOUNDER,2161,48.6,1127,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SOUPFIN SHARK,2152,53.8,634,77.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,THORNBACK,1996,51.2,37306,20.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BAT RAY,1962,49.1,32612,23.1
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROCK SOLE,1751,51.5,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,AURORA ROCKFISH,1719,76.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPLITNOSE ROCKFISH,1719,76.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,TIGER ROCKFISH,1605,85.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SENORITA,1598,41.3,5097,56.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA GRUNION,1536,80,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SHARPNOSE SEAPERCH,1503,45.3,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PETRALE SOLE,1423,54.5,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROUND HERRING,1419,76.4,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA NEEDLEFISH,1404,58.6,6672,38.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SALEMA,1400,55.8,298,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BULLET MACKEREL,1380,74.6,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,THRESHER SHARK,1359,100,2798,55
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SCULPIN FAMILY (COTTIDAE),1282,61.7,1774,79.4
PRELIMINARY,1986,SOUTHERN CALIFORNIA,LONGFIN SANDDAB,1170,51.7,981,71.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BIGMOUTH SOLE,1104,50.7,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,WHITE SEAPERCH,1060,48.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA MORAY,926,62,415,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,GIANT SEABASS,926,62,464,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BRONZESPOTTED ROCKFISH,902,48.7,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SEA BASS FAMILY,859,86.2,677,72.5
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SMOOTHHOUND GENUS,673,100,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SKATE FAMILY,671,99.9,6703,42
PRELIMINARY,1986,SOUTHERN CALIFORNIA,ROSETHORN ROCKFISH,668,73.1,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,FINESCALE TRIGGERFISH,588,76.4,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SPECKLEFIN MIDSHIPMAN,576,100,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,COHO SALMON,563,100.1,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SALMON GENUS,563,100.1,6729,70.6
PRELIMINARY,1986,SOUTHERN CALIFORNIA,SHORTBELLY ROCKFISH,551,56.3,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,LEFTEYE FLOUNDER FAMILY,509,99.9,16332,29.3
PRELIMINARY,1986,SOUTHERN CALIFORNIA,RIGHTEYE FLOUNDER FAMILY,509,99.9,7382,68.7
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC HAGFISH,463,73.4,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,PACIFIC ANGEL SHARK,456,77.2,476,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,DARKBLOTCHED ROCKFISH,446,99.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BUTTERFISHES,433,60.2,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,DOVER SOLE,415,99.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,RAZORBACK SCABBARDFISH,415,99.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,STRIPED MULLET,298,91.1,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BLUEFIN TUNA,244,99.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,HORN SHARK,223,99.9,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,REX SOLE,223,79.8,0,.
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BARRACUDA FAMILY,0,.,3543,70.8
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BIG SKATE,0,.,2125,52.9
PRELIMINARY,1986,SOUTHERN CALIFORNIA,BOTTOMFISH (GROUNDFISH),0,.,13637,44
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA BUTTERFLYRAY,0,.,432,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CALIFORNIA SKATE,0,.,415,100
PRELIMINARY,1986,SOUTHERN CALIFORNIA,CAT SHARK FAMILY,0,.,889,79
